Ohringen,Bad.Lippspringe,Eberbach.Neckar,Ebersberg.Halbing,Ebrach,Eichstatt.Landershofen,Miltenberg,Ellwangen.Rindelbach,Eppingen,Mohrendorf.Kleinseebach,Eutin,Geisenheim,Gilserberg.Moischeid,Gluckstadt,Gossweinstein,Hechingen,Weddingstedt,Kr.Dithmarschen.Helse,Niederworresbach,Hildesheim,Hollenstein.Kraftwerk,Konigsmoor,Kronach,Bad.Lauchstadt,Lensahn,Lingen,Luchow,Heinersreuth.Vollhof,Mayen,Melle
11,50,46,34,8,0,9,0,5,0,8,6,8,36,0,4,50,0,6,39,28,34,9,0,8,70,28,1,37,120
15,10,2,2,5,1,0,0,11,0,14,0,2,12,0,5,0,2,6,0,24,8,0,0,9,18,7,5,18,0
2,11,0,24,0,0,3,0,1,0,17,11,10,24,0,0,99,3,19,0,6,17,0,0,38,4,0,0,25,0
0,0,0,0,0,0,0,0,1,0,0,3,11,0,0,4,0,50,29,0,15,0,0,0,2,27,0,0,0,19
0,19,0,0,0,0,3,0,0,0,0,5,36,0,0,0,0,0,124,0,0,0,0,0,9,68,0,0,160,72
0,20,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,12,0,0,21,0,0,26,3,4,28,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,14,0,90,0,0,0,0,0,55,0,63,0,0,0,0,0,0,0,66,0,0,0,0,11,0,0
70,0,111,0,0,23,146,50,13,15,0,83,8,51,0,203,0,0,8,0,0,0,3,23,0,0,0,7,0,3
85,0,8,0,0,0,121,0,12,8,12,0,118,10,0,15,7,12,0,0,0,34,0,0,35,11,9,0,40,0
1,201,79,0,68,11,181,75,88,35,0,0,0,0,28,98,3,9,9,46,0,0,34,1,0,247,0,9,0,156
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3
72,0,0,97,28,96,0,0,0,0,0,0,0,0,156,0,0,0,0,0,366,0,0,0,0,0,0,12,0,0
0,148,16,128,127,112,61,161,32,592,13,19,10,96,200,128,140,304,20,124,32,275,394,95,3,20,68,233,29,30
2,0,0,39,4,43,0,0,0,42,0,3,0,0,53,0,0,0,130,0,40,2,43,132,0,16,33,66,191,0
0,0,6,0,47,0,38,30,0,0,0,30,56,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,5,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,53,0,0,0,35,0,0,1,21,17,0,0,0
0,0,2,0,0,0,2,0,1,0,35,0,0,24,0,0,88,28,0,0,5,15,0,2,34,0,7,0,0,0
0,30,0,11,0,0,0,0,0,0,58,0,1,21,0,0,35,18,0,90,34,16,0,0,22,20,23,0,0,27
11,2,0,11,4,0,0,0,0,0,23,0,0,19,0,0,4,0,0,0,0,20,9,0,60,3,20,6,0,34
5,0,0,0,0,0,0,1,0,5,0,0,0,0,0,14,0,0,0,0,0,0,10,0,0,0,0,0,0,0
0,0,0,0,12,7,0,10,0,0,16,0,0,6,0,13,4,0,0,0,9,0,0,0,12,0,0,4,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,4,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,1,0,0,0,21,0,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,14,0,0,20,0,0,0,10,0,0,0,13,0,0,9,0,16,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,0,3,0,4,0,7,0,0,14,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,17,24,0,0,0,26,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,15,0,0,0,15
0,0,0,0,0,0,0,0,0,0,31,0,0,28,0,0,37,0,0,0,0,4,0,1,18,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,12,0,0,56,0,0,47,41,0,0,0,15,0,0,10,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,14,0,0,58,0,0,9,6,0,27,0,61,0,0,13,0,21,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,6,0,2,5,2,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,5,0,0,0,0,0,0,0,0,0
0,0,6,33,12,139,51,45,5,70,0,28,0,0,89,0,0,0,20,0,40,0,79,0,0,0,0,79,0,0
190,0,138,219,27,119,30,29,519,0,0,0,0,0,15,62,0,0,0,0,40,0,6,0,0,0,0,17,125,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,58,9,31,0,0,0,0,39,0,0
0,0,0,133,0,0,0,0,0,0,79,34,4,55,0,24,139,2,90,0,0,5,0,0,41,3,12,0,74,0
3,98,5,147,0,7,0,4,0,10,0,25,46,0,0,0,0,15,45,76,6,0,0,0,0,60,0,14,35,110
2,0,2,3,0,2,0,1,0,0,13,0,40,4,0,0,0,0,0,0,0,0,0,0,2,1,3,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,180,0,0,0,0,0,0,0,0,0
0,0,0,5,0,8,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2,0,30,0,0,0,0,0,0,0
0,0,0,28,0,76,0,0,0,0,0,0,0,0,0,35,0,0,0,0,70,0,0,0,0,0,0,0,0,0
0,0,0,35,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,30,2,0,0,2,1,0,6,0,0,0,15,22,11,0,0,38,0,3,2,68,0,3,7,4,0,37
21,0,0,15,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,61,0,0,0,11,76,0,0,0
27,43,52,0,10,14,32,69,29,0,42,0,41,15,0,20,13,2,34,173,23,9,111,28,198,34,57,12,76,20
125,10,77,106,105,28,121,27,63,40,1,24,23,26,38,62,4,26,0,7,103,13,30,30,0,37,9,48,0,5
4,27,0,0,0,2,0,0,3,0,0,8,30,21,0,0,49,30,51,14,10,69,0,0,0,76,51,0,0,50
0,0,29,0,0,0,0,0,0,0,78,0,11,50,0,0,62,0,9,10,0,45,0,9,112,17,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,15
15,61,19,135,0,12,0,19,0,0,0,6,122,0,0,20,0,0,0,95,12,1,0,0,2,3,21,13,72,5
60,233,37,116,15,22,41,313,74,0,13,25,67,55,5,113,46,89,127,36,262,86,17,13,32,18,17,36,207,65
90,0,51,156,53,81,91,10,0,88,0,31,44,0,105,40,0,0,0,10,154,108,59,361,0,230,69,81,0,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,4,61,0,52,3,0,0,0,74,0,0,0,2
30,0,119,0,54,113,30,59,84,150,0,234,90,0,12,386,8,80,167,0,3,44,120,4,0,161,39,118,321,51
20,0,62,0,155,15,259,31,2,67,0,190,13,0,153,26,0,0,79,0,240,0,8,0,0,0,0,21,0,61
0,73,0,44,0,1,0,5,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,18,121,25,6,4,13,27,0,0,19,0,0,0,18,0,0,0,2,0,0,83,0,0,0,0,0,48,1
100,21,102,1,24,160,40,29,13,55,66,8,36,0,100,56,0,0,4,0,57,0,216,34,11,21,2,41,14,32
25,206,56,155,18,5,0,80,0,82,0,80,45,68,0,20,0,0,126,69,12,4,0,49,0,27,4,0,0,56
2,0,0,98,2,92,0,40,0,20,62,0,22,212,55,52,18,0,0,0,109,6,23,1,2,27,0,0,15,0
0,0,0,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,55,24,12,10,44,0,4,9,24,0,9,35,0,0,0,0,11,54,0,21,0,18,0,0,0,2,35,0,0
35,0,85,12,17,67,252,46,104,10,0,29,50,0,15,22,0,62,74,44,68,30,3,52,0,26,0,21,241,72
95,75,90,23,140,19,106,45,39,46,0,29,34,0,85,46,35,0,16,22,288,202,41,311,0,42,0,34,0,22
45,39,217,19,35,45,49,96,57,130,3,7,58,0,24,151,156,0,193,0,57,0,2,0,0,116,0,10,1,73
3,0,0,11,0,9,0,5,35,0,0,0,0,0,0,13,0,0,0,0,21,0,0,0,0,0,0,5,0,0
1,174,2,0,28,0,18,0,0,14,56,0,0,138,27,7,94,44,0,284,0,55,11,54,60,175,58,38,0,345
0,85,0,108,0,0,0,0,0,0,72,0,0,70,0,12,77,46,0,46,21,76,0,0,79,48,39,0,0,21
0,15,0,0,0,0,0,0,0,0,223,0,38,69,0,0,166,151,0,45,0,45,0,3,196,130,38,0,0,140
0,200,0,0,0,0,0,0,0,0,46,0,0,14,0,0,20,0,0,54,0,5,0,211,14,47,37,0,8,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,5,0,0,0,0
346,75,129,0,10,11,109,179,177,0,0,112,64,0,0,13,13,29,180,0,0,8,2,0,0,82,0,3,0,60
17,89,0,32,28,48,0,71,22,88,65,0,0,8,120,11,19,61,0,54,51,57,26,15,176,2,96,63,0,12
0,19,39,26,0,4,2,15,5,0,92,3,7,26,8,72,84,0,3,0,1,14,2,0,50,79,3,0,0,39
242,82,98,12,140,204,89,207,123,235,93,33,62,23,280,251,0,0,119,0,1,10,194,234,35,28,287,330,77,70
0,26,166,558,200,318,199,263,77,305,147,5,23,22,345,43,0,0,12,0,510,1,201,0,285,88,0,274,0,5
0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0
16,0,0,91,0,0,0,59,0,0,0,0,0,0,0,180,0,5,32,0,9,0,0,0,0,0,0,0,0,0
1,0,0,3,40,114,0,0,0,8,0,0,42,0,45,40,0,0,0,0,165,0,7,0,0,0,0,7,0,0
23,188,166,45,2,64,28,29,5,0,8,5,0,20,15,17,65,47,11,11,120,5,0,2,8,70,92,6,0,18
2,0,0,1,0,0,0,0,0,0,4,0,0,0,65,0,60,12,0,0,20,0,0,0,2,0,0,0,0,0
15,40,0,46,14,3,0,0,20,0,6,0,37,0,0,41,58,21,3,8,14,5,0,0,12,0,0,0,0,23
5,44,17,0,7,6,14,34,12,33,61,5,29,29,45,0,184,10,7,45,65,10,14,0,18,74,4,26,26,15
189,0,77,1,5,30,133,165,22,67,4,55,43,11,63,16,3,18,133,18,36,68,117,0,0,3,0,74,0,0
2,0,14,28,14,35,115,97,1,64,12,10,2,3,81,5,1,5,23,56,7,14,212,142,0,0,27,79,99,0
0,0,4,44,0,23,0,0,0,0,0,0,0,0,0,0,2,2,0,53,78,0,5,0,0,0,0,5,15,0
0,0,0,0,0,0,0,0,0,0,22,0,0,20,0,0,6,0,0,0,0,1,0,0,5,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0,61,0,0,38,0,0,0,90,0,0,0,0,0,0,148,0,0,0,0,0
4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,32,0,0,0,0,11,0,72,0,0,2,0,60,0,0,0,0,1,0,0,0,0,0,1,3,18,0,0
272,35,108,100,171,106,112,145,88,108,32,41,116,36,100,132,4,91,45,72,133,6,116,210,30,7,78,90,66,3
0,0,0,5,0,1,2,2,0,0,0,0,0,0,0,8,1,0,0,0,0,5,0,0,0,19,0,0,0,2
24,0,26,2,0,0,197,26,13,0,12,117,47,0,0,3,17,0,18,0,0,8,56,0,13,0,441,0,0,0
0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
50,0,0,0,168,15,0,76,13,30,0,0,0,0,0,24,0,0,0,0,4,0,140,67,0,0,0,53,0,0
0,0,0,0,41,5,14,6,0,0,0,0,0,0,0,0,0,0,0,0,58,0,15,16,0,0,14,0,0,0
35,0,7,85,4,125,15,61,13,50,58,0,6,77,95,23,69,101,8,0,100,142,18,39,81,11,28,72,13,0
52,50,124,0,40,42,59,51,66,30,0,33,86,0,20,66,37,38,62,30,4,0,17,8,0,23,21,50,21,59
0,64,2,116,8,19,3,5,0,20,26,0,98,58,20,102,2,11,0,43,132,35,17,56,27,7,0,34,0,0
70,0,0,15,0,0,0,5,0,0,255,0,0,148,10,0,242,88,2,0,40,1,1,41,414,3,106,7,0,0
1,0,0,69,4,14,0,3,24,53,4,95,26,0,0,0,0,2,94,0,0,0,0,0,1,0,0,0,8,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0
0,104,0,0,65,1,0,0,0,0,62,0,36,22,0,7,21,15,3,49,0,110,2,6,23,6,40,13,24,34
0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,199,390,0,0,0,255,342,204,0,0,72,171,29,0,352,69,46,70,438,0,112,0,0,0,17,0,0,77,233
122,0,47,32,2,17,42,121,64,0,0,0,33,3,66,88,0,0,0,0,0,2,0,0,0,0,0,0,0,5
5,0,27,0,56,61,76,0,2,60,0,0,0,0,140,0,0,0,0,0,95,0,18,0,0,0,0,199,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,87,3,4,8,3,0,72,41,0,126,0,8,74,17,0,0,0,5,42,1,53,0,0,0,0,0
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,50,0,0,22,95
24,0,42,258,62,48,39,48,54,20,23,0,1,50,22,100,84,0,0,0,0,0,58,70,5,125,18,165,0,26
30,34,20,9,5,2,2,0,25,0,2,8,0,0,40,3,136,112,25,16,4,0,0,0,11,9,21,7,5,3
65,4,21,1,30,3,0,30,44,0,12,24,29,22,0,0,91,68,9,15,12,6,7,10,5,1,0,0,17,4
25,29,19,0,0,0,4,0,1,0,41,0,16,28,0,0,61,53,22,53,0,70,0,0,33,57,48,0,0,50
27,0,44,2,53,34,22,42,47,20,7,15,28,4,80,24,111,15,13,0,103,0,22,1,2,0,12,13,20,0
5,0,0,0,0,0,0,2,5,0,63,0,10,88,0,0,135,89,12,0,0,10,0,0,74,20,0,0,7,15
0,0,0,0,0,0,0,20,0,0,2,0,0,3,0,0,7,0,0,0,10,5,0,0,4,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0
0,0,0,0,0,0,0,0,0,0,11,110,44,44,0,0,0,3,95,6,0,4,0,54,14,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,56,13,16,0,0,0,0,0,0,0,3,109,100,0,5,0,0,0,4
32,138,11,0,0,0,4,7,9,0,26,88,69,43,0,38,70,0,142,23,0,26,0,1,4,32,41,0,54,30
17,0,48,0,25,30,50,7,36,0,0,29,7,0,25,16,3,0,10,0,66,1,53,2,6,16,0,2,151,0
80,20,117,176,107,102,71,39,82,53,11,19,32,30,65,58,14,8,46,0,130,1,22,32,0,16,0,109,0,0
31,37,25,19,44,92,27,15,35,20,2,53,47,0,5,56,4,0,32,1,27,0,2,32,0,0,0,41,68,2
60,17,0,69,36,9,0,21,9,10,0,0,9,0,20,8,12,0,0,0,10,0,5,26,0,0,0,5,0,0
0,13,0,0,0,0,0,1,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,180,0,0,220,0,0,285,282,0,0,0,26,1,0,110,294,6,0,4,38
20,66,9,45,10,9,11,7,3,0,83,5,8,56,0,0,34,19,9,83,14,45,31,30,99,61,0,16,0,50
0,63,0,14,8,4,0,0,0,8,9,0,2,0,0,0,20,0,0,0,8,9,9,0,4,12,48,4,0,16
11,15,0,2,15,1,0,12,1,45,30,12,0,2,40,0,7,1,9,0,13,0,9,0,0,0,13,12,18,0
0,0,0,0,3,1,0,2,0,0,32,0,0,5,0,0,15,10,0,11,2,10,0,0,5,4,0,0,0,5
0,0,0,0,1,0,0,2,0,0,33,0,5,48,0,0,76,70,0,32,8,35,2,0,8,31,4,0,0,47
173,145,332,0,139,15,182,46,23,228,86,56,161,170,275,72,125,131,80,60,128,173,197,60,70,144,103,198,110,160
100,154,68,86,60,66,94,119,124,60,79,51,58,56,60,103,24,53,47,32,72,126,79,41,63,136,74,73,77,82
3,56,10,99,18,49,4,19,7,10,34,0,0,46,15,47,54,48,0,21,73,68,49,2,20,48,65,0,13,20
120,77,144,100,129,48,125,88,119,102,38,50,105,56,155,124,33,24,53,36,95,59,195,16,5,33,37,124,47,55
11,13,22,31,7,3,3,15,17,0,20,0,15,20,0,0,26,25,5,5,6,10,7,0,10,15,23,0,5,15
1,0,2,7,6,14,0,21,15,0,9,0,0,4,0,22,0,0,0,0,26,2,5,1,0,1,0,1,1,16
0,0,0,0,0,0,0,0,0,0,30,0,0,19,0,0,57,24,0,0,10,6,1,0,24,3,0,0,0,3
0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,8,0,0,0,0,5,0,0,4,4,0,0,0,0
0,33,0,0,0,2,0,0,0,0,14,0,0,64,0,0,14,33,0,0,0,13,0,0,10,49,0,0,8,20
0,122,0,0,0,0,0,0,1,0,31,7,16,12,0,0,12,16,14,138,0,36,0,0,20,12,136,0,6,56
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5,0,0,0,4,0,3,0,0,0,0,0,0,2,0,0,0,1,7,8,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,29,0,0,44,0,0,161,3,0,0,0,20,0,0,9,10,0,0,0,0
0,0,0,0,0,0,0,0,0,0,55,0,21,26,0,0,90,84,25,37,0,5,0,31,14,20,63,0,15,65
0,65,10,70,4,2,18,16,20,28,56,29,0,11,0,0,307,63,16,5,6,10,28,1,49,7,7,8,0,7
0,6,8,0,0,1,0,0,0,0,20,12,0,17,0,0,64,65,40,19,2,53,3,1,25,79,96,0,19,28
100,227,162,32,74,66,121,70,117,40,61,27,124,39,105,117,17,13,43,77,30,87,99,50,59,87,0,100,0,166
40,6,148,34,46,33,23,33,21,18,6,31,152,8,35,35,88,15,24,0,18,7,11,72,0,6,0,16,140,10
40,5,39,0,30,2,27,31,106,0,2,33,20,16,22,0,25,122,10,12,0,20,16,2,0,56,0,33,30,6
7,0,17,0,0,8,2,8,5,0,0,7,32,12,0,0,9,25,28,0,0,0,0,0,0,0,0,0,0,0
5,27,0,0,14,0,9,0,0,25,7,3,25,11,9,0,37,14,0,8,5,5,0,6,0,11,3,7,27,0
35,10,13,0,5,0,58,2,0,8,14,13,0,18,13,4,34,21,72,5,0,14,52,9,9,92,0,6,36,35
52,89,126,0,23,1,82,5,66,0,20,107,247,33,0,35,8,2,95,255,2,46,12,30,30,6,134,4,82,0
65,42,0,0,0,0,0,24,9,0,504,0,30,420,0,177,531,450,0,92,0,326,0,23,348,15,162,2,2,0
8,0,20,72,138,141,3,177,8,228,3,0,0,0,225,0,3,0,0,0,282,0,95,78,0,0,0,245,0,0
15,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,39,0,1,2,0,0,0,1,0,0,19,0
1,25,2,0,0,0,2,0,21,0,6,39,21,4,0,55,0,0,78,0,0,13,0,0,4,1,0,0,0,33
0,10,21,22,0,19,21,2,14,0,2,8,14,9,7,0,12,0,2,12,17,9,0,0,0,30,0,2,121,26
0,0,0,6,0,0,0,0,3,0,11,9,11,0,0,0,56,67,20,0,66,0,0,0,9,1,0,0,0,0
0,0,2,1,0,0,0,0,2,0,0,25,0,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0
8,0,2,0,0,0,0,10,7,0,0,0,0,0,0,21,0,0,0,0,1,3,0,3,0,0,0,1,0,0
5,0,3,0,0,9,0,2,0,0,13,0,0,9,0,0,0,0,0,0,0,0,0,4,12,0,0,1,0,0
176,19,134,0,123,11,0,110,123,275,24,0,0,0,250,23,0,0,0,0,16,2,240,58,34,0,0,257,0,32
3,0,7,0,2,0,13,9,7,0,0,27,7,0,40,21,5,2,7,38,0,4,0,5,0,2,0,6,18,0
0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,0,0,33,5,0,6,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,0,13,3,0,28,0,9,0,1,3,0,14,0,0,8
0,0,0,0,0,0,0,0,0,0,14,0,0,12,0,0,1,2,0,0,0,2,2,7,3,0,4,0,0,0
1,41,2,0,9,0,6,0,0,0,4,2,0,2,0,0,0,0,0,15,8,9,6,4,0,19,0,6,0,19
0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,4,0,0,0,2,0,0,3,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,0,18,2,0,3,5,6,0,3,8,11,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,1,0,2,0,0,0,1,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,219,46,44,80,41,31,28,21,80,125,57,60,88,152,13,89,111,39,115,70,123,122,41,110,316,104,82,29,152
74,66,147,54,97,65,81,72,104,58,15,118,46,34,61,71,20,22,65,28,8,52,29,0,6,50,80,49,40,27
48,38,45,45,74,31,30,27,22,50,68,2,27,73,26,0,73,63,3,9,75,78,45,2,18,89,34,65,8,45
69,45,144,44,58,12,121,69,52,70,20,102,26,24,180,32,37,22,95,26,82,29,90,11,65,65,37,88,28,57
42,43,59,13,161,18,8,43,8,70,39,8,6,30,128,0,44,43,0,4,85,8,53,1,27,13,0,59,6,15
