Ohringen,Bad.Lippspringe,Eberbach.Neckar,Ebersberg.Halbing,Ebrach,Eichstatt.Landershofen,Miltenberg,Ellwangen.Rindelbach,Eppingen,Mohrendorf.Kleinseebach,Eutin,Geisenheim,Gilserberg.Moischeid,Gluckstadt,Gossweinstein,Hechingen,Weddingstedt,Kr.Dithmarschen.Helse,Niederworresbach,Hildesheim,Hollenstein.Kraftwerk,Konigsmoor,Kronach,Bad.Lauchstadt,Lensahn,Lingen,Luchow,Heinersreuth.Vollhof,Mayen,Melle
21,0,8,1,12,40,5,14,1,3,11,0,0,0,18,0,0,0,0,0,0,0,25,0,10,2,6,4,1,1
5,19,11,6,0,53,5,0,20,1,0,36,37,10,2,1,0,12,99,7,18,5,3,0,0,17,1,8,44,19
28,34,47,22,6,0,8,15,19,1,3,11,46,0,0,10,2,0,60,24,6,0,3,0,4,3,6,1,29,11
41,0,18,1,1,0,14,0,2,0,4,9,12,0,0,9,2,0,32,1,0,0,0,0,5,1,6,0,13,4
3,0,4,0,0,0,0,0,1,0,2,6,0,0,0,2,0,5,27,0,0,0,0,0,0,8,0,0,9,6
88,117,127,0,185,14,116,71,98,31,141,47,138,61,6,68,37,27,101,161,0,137,11,0,179,1,264,4,80,37
0,1,6,0,39,1,3,3,1,1,50,0,0,5,5,0,0,0,2,1,2,0,4,11,46,0,14,3,0,0
0,0,0,0,0,0,0,0,1,0,30,0,44,72,0,0,96,66,0,0,0,62,0,0,17,15,0,0,0,0
5,99,4,124,173,114,31,29,2,157,17,5,20,33,136,0,2,3,0,72,179,71,155,98,31,47,67,145,10,39
0,0,2,22,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0
41,21,53,13,12,17,23,22,97,4,0,37,12,1,5,28,0,0,27,10,0,0,8,0,0,0,0,14,20,3
3,0,4,0,1,2,0,2,8,0,0,0,1,11,4,0,0,0,0,0,5,0,6,0,0,0,0,3,0,0
0,0,0,4,0,0,0,2,2,0,0,1,0,0,0,0,0,3,4,1,0,0,0,0,13,0,0,1,0,0
0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,2,5,0,0,0,0,2,0,0,0,6,0,0,5,0,0,0,0,0,0,2,0,0,5,0
55,17,81,25,53,37,26,34,38,57,10,37,44,10,44,35,0,18,71,20,28,4,48,17,8,59,2,26,42,18
15,22,23,23,0,1,10,2,19,1,4,13,45,16,8,8,80,54,17,23,4,2,19,0,4,3,19,5,19,6
27,54,22,76,13,0,30,5,29,7,26,2,29,6,6,6,8,4,19,11,56,0,14,18,13,9,13,4,7,10
11,0,0,18,4,7,8,27,29,3,0,0,0,0,5,40,2,1,0,0,0,0,26,71,0,0,1,11,0,0
57,0,35,69,21,34,39,46,72,6,0,43,51,0,0,24,0,0,64,0,7,0,42,97,0,0,0,0,131,0
3,25,9,105,8,47,9,17,10,7,2,3,21,0,0,64,0,0,5,62,3,0,10,107,1,0,0,4,5,24
0,6,0,0,1,0,0,0,0,0,4,0,2,0,0,0,12,3,2,0,1,1,0,3,7,0,0,0,1,5
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,22,0,1,0,0,0,0,1,0,0,0,0,2
0,145,4,0,16,4,4,0,0,11,44,0,29,194,10,0,163,65,0,65,6,124,32,64,64,76,43,11,5,47
2,0,0,0,4,0,0,0,0,2,4,0,2,2,0,0,0,0,0,4,24,1,4,14,5,0,11,7,0,0
0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,2,6,0,0,0,1,0,0,0,0,5,0,0,0,4
13,42,30,1,22,0,1,0,4,1,38,4,31,43,28,0,80,41,2,25,1,72,19,1,36,81,29,3,5,78
61,91,103,20,51,51,40,43,19,46,110,4,57,132,83,6,174,86,28,47,42,76,100,0,124,60,61,43,3,79
163,81,278,366,111,118,292,146,79,207,62,54,65,132,284,90,80,116,130,37,207,84,131,46,52,95,65,86,23,44
26,74,171,127,90,106,48,131,100,90,7,21,32,1,152,64,3,7,9,37,79,27,91,79,15,52,13,99,115,27
14,104,12,29,15,25,4,66,6,21,10,9,37,18,59,5,6,17,2,19,56,24,35,17,4,43,24,25,6,40
28,37,67,72,48,121,30,114,41,82,5,37,33,1,92,42,0,0,29,42,67,1,18,64,4,3,8,102,25,4
0,0,0,8,0,5,0,6,1,3,0,1,0,0,0,8,0,0,4,0,0,0,3,4,1,0,0,1,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
8,0,39,0,31,0,48,0,7,0,0,45,1,0,0,0,0,0,106,1,0,0,0,0,0,0,0,0,35,0
4,19,6,0,0,0,0,0,4,0,0,10,1,0,0,22,0,0,60,11,0,0,0,14,0,3,0,0,35,3
1,2,10,0,0,0,5,0,14,0,2,2,0,1,0,5,6,0,11,0,0,1,0,10,0,6,0,2,0,1
97,67,55,39,3,88,27,173,84,12,0,107,35,4,11,145,0,0,217,130,49,46,29,52,0,47,24,15,96,57
72,74,62,97,10,18,31,103,92,1,2,33,15,5,0,213,0,0,73,104,13,23,14,11,8,78,11,6,27,152
0,1,0,39,5,7,0,0,0,3,15,1,1,5,8,0,3,12,2,0,1,4,0,0,9,0,1,0,2,3
2,3,15,5,3,4,1,12,5,2,12,8,5,7,0,2,0,15,4,6,3,3,19,0,0,15,0,1,8,13
28,72,64,32,22,32,18,28,16,35,73,1,19,79,61,0,68,47,12,31,27,71,56,13,80,77,45,25,1,46
24,27,31,41,17,7,59,35,13,4,47,22,110,36,23,4,60,34,85,87,13,52,55,19,52,54,2,21,51,57
15,114,49,0,4,6,54,11,6,16,95,17,30,77,49,130,63,40,33,33,20,43,0,0,87,114,0,13,24,46
25,3,33,6,3,71,0,59,23,1,15,0,22,3,11,10,2,12,5,41,29,17,20,0,8,29,1,8,3,9
19,22,90,7,33,29,29,3,21,9,4,9,34,39,23,14,0,22,21,41,11,45,24,0,3,57,17,12,38,50
25,10,47,17,20,30,12,34,54,26,12,11,0,9,45,1,2,6,4,39,7,16,24,0,7,3,10,22,7,3
0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,4,0,0,0,0,2,0,0,47,2,2,4,0,5,53,11,3,2,0,7,0,0,46,21,15,0,2,13
41,21,39,0,26,17,29,25,60,23,1,12,65,2,40,3,21,2,46,19,0,8,22,0,3,14,27,39,8,18
20,50,79,0,10,9,41,16,23,7,10,32,37,23,62,1,56,16,107,24,4,32,21,1,8,47,14,33,44,38
37,52,39,35,25,42,36,47,37,27,169,15,95,115,27,74,188,118,86,38,28,154,37,19,141,132,46,41,81,63
25,3,56,21,18,4,20,13,10,20,75,16,14,94,29,3,112,62,27,11,20,72,5,4,88,55,32,38,11,17
41,48,69,29,36,51,87,77,50,56,57,55,113,25,31,17,66,34,150,111,30,73,30,9,60,99,44,53,65,143
11,6,24,64,43,14,15,8,11,35,8,2,7,19,49,13,78,32,20,21,34,112,33,8,13,44,46,27,2,15
7,232,6,0,8,2,10,1,11,0,64,3,18,23,0,0,26,8,25,111,3,79,11,16,43,73,78,10,30,46
0,23,0,0,0,0,0,0,0,0,252,0,4,283,0,0,295,196,0,24,0,238,0,4,247,42,87,0,0,24
0,0,0,0,0,0,0,0,0,0,105,0,0,101,0,0,24,65,0,0,0,31,0,0,71,0,12,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,10,0,0,0,0,0,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0,9,0,0,0,0,5,0,0,0,5,0,0,5,0,0,16,2,3,1,0,0,0,0,4,15,28,0,2,2
30,19,69,0,37,29,27,23,26,39,15,13,23,46,55,0,50,114,27,5,0,6,57,8,4,11,5,33,3,22
45,15,111,68,56,55,30,41,53,33,66,13,45,29,86,21,2,25,39,33,60,25,105,35,22,28,6,57,30,34
2,0,2,4,1,3,0,0,0,0,44,0,0,20,0,6,34,50,0,0,0,19,0,0,107,0,4,1,0,1
59,3,209,7,132,158,88,140,107,99,61,98,54,83,114,35,66,46,178,12,8,28,69,0,45,50,7,105,41,15
153,113,296,44,81,48,184,181,42,58,67,11,33,61,97,44,59,49,28,111,86,89,169,62,71,60,49,121,29,110
10,31,48,66,55,22,10,42,21,35,19,27,22,1,50,60,0,0,24,36,28,2,40,28,12,3,20,24,25,8
1,1,0,10,2,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,5,0,3,3,0,0,0,4,0,0
0,0,0,15,1,2,0,1,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,11,0,0,0,1,0,0
0,9,0,0,0,0,0,0,0,0,41,0,1,10,0,0,0,14,0,9,0,6,0,5,25,4,4,0,0,4
13,13,14,30,16,32,14,14,13,12,20,4,2,6,16,9,2,2,24,24,3,48,19,6,12,0,19,13,3,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,0,10,6,0,0,0,2,0,0,6,0,0,0,0,0
0,46,0,2,8,3,2,3,0,11,0,0,0,0,27,0,0,0,0,2,42,1,12,13,0,8,0,10,2,6
0,0,0,2,0,0,0,0,0,0,6,0,0,7,0,0,24,7,0,0,2,3,0,0,1,1,1,0,0,0
0,72,3,0,11,1,2,4,0,24,10,3,5,6,15,0,6,11,0,19,20,18,5,0,18,53,13,10,6,29
1,0,0,3,0,3,1,2,2,5,0,1,0,0,2,0,0,0,4,1,8,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,1,0,0,0,0,0,0,1,18,0,7,41,0,0,71,28,1,20,0,29,10,0,18,25,7,0,4,15
0,5,3,0,2,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,6,1,0,0,0,0,0,0,13,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,4,1,0,3,1,0,5,0,18,0,0,32,0,0,6,20,1,11,3,48,2,0,0,21,6,1,0,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,53,0,0,28,0,0,34,25,0,0,0,0,0,0,37,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,30,0,0,12,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,12,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39,11,10,3,11,1,18,19,4,12,8,12,24,0,2,0,0,1,15,23,31,16,6,9,20,22,11,0,21
0,0,3,28,19,5,0,1,3,0,0,0,0,1,18,17,0,0,0,0,10,2,8,5,0,0,0,12,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,12,0,5,0,3,0,2,16,4,0,0,2,0,4,27,7,1,0,0,0,6,0,2,6,0,2,3,1
119,0,117,83,72,20,100,43,129,28,1,40,36,3,27,143,0,0,24,0,23,2,48,34,0,0,0,23,0,23
0,12,0,2,2,5,0,3,0,2,0,0,0,2,0,51,2,0,0,0,32,0,0,5,0,1,0,0,0,0
23,21,10,15,32,26,13,29,34,18,0,5,1,10,10,13,4,0,8,1,50,12,17,33,0,0,0,20,1,1
1,5,0,0,1,0,0,10,2,0,0,0,0,0,0,6,0,0,0,1,4,0,7,3,0,0,0,5,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,6,0,0,0,2,0,0,0,40,0,0,53,0,0,44,48,0,28,0,108,2,0,84,102,53,0,0,43
46,63,46,130,54,48,47,23,32,36,36,39,20,40,25,89,80,9,27,28,41,47,50,13,31,44,29,36,18,35
0,62,5,22,0,0,0,0,0,2,22,0,63,30,0,0,133,44,2,40,13,54,36,0,44,73,16,8,5,44
0,21,0,0,0,0,1,0,0,0,60,0,10,45,0,0,38,27,0,43,1,35,2,16,65,19,24,0,1,53
4,72,41,0,2,0,18,0,4,0,141,0,33,147,23,0,176,84,0,103,1,129,26,12,181,120,85,21,0,133
79,82,73,17,70,40,143,60,63,55,31,90,80,50,71,95,67,22,145,55,31,11,103,34,22,73,88,64,149,103
21,148,31,81,6,40,12,35,30,0,60,8,50,31,10,5,2,48,4,56,16,54,44,13,47,65,46,62,34,79
161,313,128,83,27,39,129,80,46,46,24,0,52,42,275,0,76,18,61,185,85,91,184,22,16,240,79,152,6,202
130,213,221,55,47,83,102,94,139,4,176,14,102,228,70,69,99,123,85,96,187,213,51,0,171,102,104,22,60,100
27,73,48,118,66,8,66,60,23,127,7,26,64,2,122,60,5,7,44,42,103,17,36,30,3,9,39,70,17,44
0,1,5,0,0,10,0,0,3,0,0,0,7,0,0,0,0,3,2,3,2,4,5,0,0,5,0,0,3,0
0,9,0,5,0,0,0,0,0,0,0,0,0,2,0,0,4,4,0,6,13,0,3,0,0,7,0,2,0,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17,0,0,0,0,0,0,12,0,0,8,6
0,8,2,30,1,2,3,0,0,0,2,0,1,0,0,19,0,0,0,5,5,0,0,0,4,1,6,0,2,4
1,46,3,0,1,0,0,0,0,2,3,1,0,11,0,0,2,4,2,12,0,16,11,0,4,21,0,1,2,16
4,23,14,51,8,9,2,15,15,9,10,5,6,3,44,16,2,1,3,16,42,8,32,41,6,14,12,38,7,15
127,49,79,61,23,25,64,162,82,23,1,13,15,4,27,175,2,2,13,35,29,8,26,16,0,43,3,61,11,14
33,8,0,131,6,3,8,24,7,0,5,0,0,17,0,42,4,8,0,7,148,9,2,29,0,0,0,5,1,1
2,0,0,64,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,3,44,0,5,15,0,0,0,9,0,0
0,0,0,62,0,0,0,3,0,0,2,0,0,13,0,3,0,2,0,0,28,12,1,4,5,0,17,5,0,0
0,1,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,8,0,0,0,9,0,8,0,0,8,0,0,0
0,5,19,48,25,29,0,0,5,14,0,11,2,0,24,22,0,0,26,0,25,0,12,1,0,20,0,16,57,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,39,23,15,42,41,28,56,13,36,18,20,33,12,30,24,0,2,9,21,0,12,65,22,19,13,19,14,7,41
28,1,18,24,30,12,36,43,57,5,0,26,12,0,2,245,0,0,33,0,0,0,0,0,0,0,0,0,60,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,0,0,0,0,0,0,0,0,3,3,7,18,0,0,31,15,2,0,0,2,0,0,4,17,0,0,4,0
0,23,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,7,0,0,0,0,7,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,110,12,0,10,0,0,0,10,2,11,15,6,1,4,0,8,1,8,62,0,74,10,61,16,49,77,4,0,41
68,59,47,51,75,11,26,15,24,55,107,51,171,53,46,5,23,52,34,62,1,18,67,5,111,30,15,48,17,78
39,54,179,4,54,34,113,12,72,27,186,80,57,151,23,11,180,130,134,34,1,157,29,36,251,35,52,17,52,82
38,10,7,14,5,11,1,33,7,18,61,3,0,30,40,43,87,42,22,3,20,51,15,0,65,82,5,15,0,9
20,56,20,50,18,0,40,4,13,1,69,3,42,43,0,11,23,17,50,41,0,28,0,0,109,0,39,0,7,62
82,7,78,14,22,2,61,5,70,8,1,48,46,3,16,13,90,24,103,39,10,76,15,7,3,9,45,20,57,62
49,104,104,26,34,21,126,18,89,3,13,63,107,33,17,46,22,23,154,114,29,173,65,14,38,152,118,26,71,162
13,100,52,0,58,5,26,40,71,2,40,16,15,2,17,25,0,0,20,22,0,30,19,20,39,36,58,6,25,15
26,1,24,2,24,0,7,5,11,11,1,11,36,25,30,52,0,0,70,27,0,0,21,13,1,14,1,6,84,39
8,116,12,31,1,0,120,0,7,2,0,21,175,0,19,21,0,0,68,25,46,0,22,26,0,58,0,10,39,139
110,1,0,0,48,32,0,68,2,44,0,0,0,98,21,177,71,197,0,7,1,111,26,34,8,23,29,11,5,2
40,0,70,78,22,20,7,6,65,25,13,0,0,0,36,9,0,0,7,0,20,0,22,0,0,0,0,36,0,0
2,0,0,157,0,31,0,9,0,0,0,0,0,8,0,73,86,53,0,0,1,0,0,0,0,47,0,0,0,7
0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,18,4,15,0,12,0,0,0,0,21,0,0,12,0
16,26,22,20,6,0,7,0,0,0,7,50,33,13,0,4,27,16,178,18,17,21,0,0,11,50,16,0,62,31
0,3,0,0,0,0,0,0,0,0,14,0,0,17,0,0,42,27,2,11,0,21,0,0,7,8,1,0,0,7
31,3,49,104,87,33,40,11,45,29,0,17,0,0,10,19,0,0,52,0,0,2,0,0,0,0,18,0,12,4
7,23,156,3,8,5,181,10,110,2,0,9,0,0,45,11,0,0,46,0,7,1,44,0,0,1,8,37,14,0
2,0,18,11,7,0,5,8,27,0,1,6,28,0,5,7,0,0,2,0,0,0,8,0,0,0,0,1,13,0
11,110,33,2,24,25,26,20,10,6,52,30,62,28,5,36,90,87,31,50,0,18,3,8,37,71,25,3,29,53
0,0,2,4,1,4,1,15,6,0,15,0,0,0,41,2,0,0,0,15,31,0,4,22,12,0,100,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,38,2,9,2,1,2,0,3,13,0,0,11,0,6,11,0,0,6,9,0,14,2,0,0,73,0,4,0,32
0,28,4,20,0,0,4,0,0,0,28,0,2,57,0,0,24,88,1,14,1,43,0,0,8,9,2,0,0,3
17,0,27,0,8,0,3,10,35,4,38,23,27,114,4,31,106,80,27,0,2,18,1,2,27,83,0,2,7,31
63,137,119,0,34,0,113,17,59,6,41,158,141,47,3,20,30,26,104,114,0,48,10,7,41,22,49,2,60,49
137,163,17,3,4,5,92,48,24,25,46,30,73,22,13,24,39,59,33,47,2,8,20,0,4,49,4,23,56,163
4,25,0,27,80,33,0,31,2,80,5,0,57,18,66,24,15,17,0,97,4,35,65,17,10,2,28,61,0,8
0,10,0,0,3,3,0,0,0,2,23,0,7,47,1,0,83,82,0,38,0,34,0,85,8,6,61,0,0,44
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,0,0,0,0
210,139,95,71,1,32,23,35,24,5,0,62,104,0,23,292,0,0,0,0,3,7,0,0,0,8,0,17,22,0
31,73,54,41,27,21,127,15,26,30,0,1,134,27,96,12,0,32,7,7,112,44,75,86,0,0,85,103,7,46
3,0,20,0,5,1,23,2,0,24,14,0,0,0,62,24,0,0,0,0,0,0,76,0,101,0,10,78,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,0,8,0,0,0
2,50,18,0,0,0,3,0,0,0,50,2,11,29,0,0,153,35,5,3,0,28,1,5,43,16,16,0,2,9
6,12,67,0,10,0,8,3,3,17,80,0,7,113,33,1,45,71,0,1,38,69,30,0,80,17,2,15,3,18
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,50,2,13,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5,0,0
0,0,0,127,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,24,0,0,0,0,0,0
0,16,1,77,0,3,2,0,3,0,5,0,0,16,21,1,0,10,0,1,66,11,2,36,12,11,5,0,1,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,7,4
0,76,0,0,3,0,5,2,0,0,16,1,27,32,0,0,17,20,11,8,0,17,37,0,12,19,8,4,7,17
22,41,20,8,3,5,11,26,45,22,51,104,6,29,60,40,162,60,20,7,15,6,12,3,75,51,16,36,84,25
9,0,79,3,64,72,15,41,14,17,42,11,6,55,87,2,2,28,68,30,57,0,0,0,5,1,4,9,0,14
34,228,20,0,7,3,54,0,20,0,55,30,77,28,5,111,58,12,69,27,0,160,0,0,30,1,2,1,24,17
0,22,0,0,0,0,0,0,0,0,31,6,0,0,0,0,6,2,173,6,0,8,0,0,18,0,22,0,96,1
48,26,2,214,64,75,20,14,24,75,0,37,6,0,89,48,0,0,14,252,321,5,57,36,0,1,9,114,19,1
0,64,22,0,28,1,15,2,0,3,0,0,9,3,79,10,0,0,9,29,0,6,105,0,0,149,6,169,16,104
163,89,690,28,8,212,460,121,386,89,0,114,255,0,25,161,0,0,55,75,50,5,165,112,9,0,0,101,344,0
0,30,8,0,0,0,2,0,2,0,0,0,9,0,0,0,0,0,3,36,1,0,2,34,0,7,7,0,8,7
133,113,55,0,149,21,50,152,92,48,0,7,20,0,55,55,0,0,19,77,2,4,104,85,0,36,70,69,51,79
0,0,0,2,0,22,0,0,0,0,17,0,0,77,0,0,34,77,0,0,0,36,0,0,20,66,0,0,0,16
0,0,0,0,2,0,0,0,0,0,3,0,0,20,0,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,213,37,0,107,0,0,11,56,55,0,0,238,0,0,197,80,55,0,20,26
0,28,2,0,17,0,1,0,8,0,54,36,5,135,0,2,74,164,10,1,0,51,0,0,43,300,179,0,5,61
155,121,121,118,33,85,32,190,57,38,115,82,51,105,37,348,176,343,63,100,24,123,21,94,212,80,46,36,114,178
0,0,4,35,0,2,1,0,0,0,0,0,0,4,0,0,2,4,0,0,23,0,0,0,0,2,0,0,0,0
0,12,0,0,0,0,0,0,0,0,2,34,0,140,0,0,85,116,51,0,0,24,0,0,14,130,0,0,13,22
87,43,108,130,55,50,69,90,105,71,0,100,201,12,14,133,66,50,54,23,96,0,65,132,6,18,76,64,8,8
6,31,7,225,106,193,8,24,11,73,0,0,26,24,95,58,143,66,2,105,79,32,14,16,0,20,0,50,5,33
120,25,31,309,143,195,41,120,7,159,369,5,5,46,324,17,32,40,9,8,341,0,375,227,95,68,73,231,5,8
0,0,0,21,0,3,0,1,2,0,0,0,0,16,0,5,0,0,12,0,0,0,0,0,0,0,0,0,7,0
32,0,26,0,0,5,4,8,76,5,0,122,0,0,0,24,0,0,51,0,0,0,0,0,0,50,0,0,77,2
2,34,17,13,69,22,3,59,27,46,0,40,10,0,77,49,0,0,59,53,57,48,29,0,0,0,0,4,14,18
23,52,27,12,54,7,0,60,124,60,0,0,24,0,78,23,0,0,13,10,36,68,83,5,0,55,17,30,2,17
9,61,98,10,47,21,3,11,95,4,0,0,30,2,75,0,3,0,0,37,78,49,52,45,0,8,3,28,1,67
1,130,6,19,21,24,5,36,2,5,0,0,40,10,22,1,6,4,0,5,73,0,57,5,0,59,4,41,1,41
0,12,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,6,6,0,7,3,0,2,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,102,70,0,33,0,16,0,12,61,20,0,2,2,203,0,34,3,0,22,0,11,40,85,64,12,53,24,0,18
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,25,0,2,0,74,0,12,0,0,1,0,0,0
